text1,text2,aspect1,aspect2,sentiment1,sentiment2,joins
"We were a couple of minutes late for our reservation and minus one guest, but we didn't think we deserved the attitude we got from the hostess.",Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu).,staff,food,negative,negative,False
"We were a couple of minutes late for our reservation and minus one guest, but we didn't think we deserved the attitude we got from the hostess.","My group got charged an outrageuos $63/person for a family-style dinner, including a 23% tip added for the horrible service.",staff,service,negative,negative,False
"We were a couple of minutes late for our reservation and minus one guest, but we didn't think we deserved the attitude we got from the hostess.",Bartenders look like model wannabes and threw out my friend's beer before he was finished (about 1/4 left).,staff,staff,negative,negative,True
"We were a couple of minutes late for our reservation and minus one guest, but we didn't think we deserved the attitude we got from the hostess.",Perhaps if the owner manager would concentrate more on service then acting as a dj this restaurant would run better.,staff,service,negative,negative,False
"Though the service might be a little slow, the waitresses are very friendly.",The waiter was just throwing our dishes on the table without even clearing the appetizer plates and then they started clearing the food when we weren't even finished yet.,service,staff,negative,negative,False
"Though the service might be a little slow, the waitresses are very friendly.","Before we can even order desert, the waitress comes and tells us we have to leave because the host wanted our table.",service,staff,negative,negative,False
"Though the service might be a little slow, the waitresses are very friendly.",the tables are in the back and the ambience was less to be desired.,service,ambience,negative,negative,False
"Though the service might be a little slow, the waitresses are very friendly.","While service is still ok, the food has been not up to par on my last few visits.",service,service,negative,positive,False
"Though the service might be a little slow, the waitresses are very friendly.","While service is still ok, the food has been not up to par on my last few visits.",service,food,negative,negative,False
"Though the service might be a little slow, the waitresses are very friendly.","After the wine experience, I actually expected worse than what was served.",service,service,negative,negative,True
"Though the service might be a little slow, the waitresses are very friendly.",I dined in the Main Dining Room which is surrounded by authentic Spanish decorations.,service,ambience,negative,positive,False
"Though the service might be a little slow, the waitresses are very friendly.","Our server did not check on us, ask if we needed anything, refill our water or get our dessert order right.",service,staff,negative,negative,False
